frame_id,ts_ns,e2e_ms,pre_ms,inf_ms,post_ms,host_overhead_ms,valid,occluded_count,depth_invalid_ratio,constraint_reason,box_conf
107,1776494441839447000,12.375,0.966,9.074,2.174,0.16,0,0,1.0,,0.0
108,1776494441856107000,14.77,0.885,10.585,3.049,0.251,0,0,1.0,,0.0
108,1776494441856107000,11.828,0.894,8.962,1.826,0.146,0,0,1.0,,0.0
109,1776494441889449000,13.236,1.233,10.447,1.398,0.158,0,0,1.0,,0.0
109,1776494441889449000,13.074,0.986,8.954,2.927,0.208,0,0,1.0,,0.0
110,1776494441914429000,13.66,1.206,10.521,1.779,0.154,0,0,1.0,,0.0
110,1776494441914429000,10.876,0.89,8.309,1.528,0.149,0,0,1.0,,0.0
110,1776494441914429000,14.835,1.003,11.118,2.511,0.202,0,0,1.0,,0.0
111,1776494441939436000,12.166,0.947,9.039,2.035,0.144,0,0,1.0,,0.0
111,1776494441939436000,13.344,1.0,10.544,1.489,0.311,0,0,1.0,,0.0
112,1776494441972771000,12.647,1.434,9.208,1.703,0.303,0,0,1.0,,0.0
112,1776494441972771000,14.068,0.932,11.347,1.431,0.358,0,0,1.0,,0.0
113,1776494442006143000,12.177,0.893,8.779,2.061,0.445,0,0,1.0,,0.0
114,1776494442031107000,13.207,1.244,10.452,1.327,0.184,0,0,1.0,,0.0
114,1776494442031107000,11.241,0.88,8.309,1.857,0.195,0,0,1.0,,0.0
114,1776494442031107000,14.467,0.986,10.9,2.248,0.333,0,0,1.0,,0.0
115,1776494442056120000,15.831,1.055,12.629,1.946,0.201,0,0,1.0,,0.0
115,1776494442056120000,14.617,0.969,11.788,1.615,0.244,0,0,1.0,,0.0
116,1776494442089448000,16.163,0.903,9.773,4.969,0.518,0,0,1.0,,0.0
117,1776494442122790000,14.682,1.479,10.481,2.399,0.323,0,0,1.0,,0.0
117,1776494442122790000,13.134,0.952,8.985,2.984,0.213,0,0,1.0,,0.0
118,1776494442147769000,15.114,1.193,10.931,2.605,0.385,0,0,1.0,,0.0
118,1776494442147769000,12.452,1.11,9.153,1.85,0.339,0,0,1.0,,0.0
119,1776494442181117000,14.012,1.186,9.991,2.515,0.32,0,0,1.0,,0.0
119,1776494442181117000,11.422,0.941,8.942,1.409,0.13,0,0,1.0,,0.0
120,1776494442206130000,13.902,1.209,10.492,2.037,0.164,0,0,1.0,,0.0
120,1776494442206130000,11.843,0.963,9.057,1.686,0.138,0,0,1.0,,0.0
120,1776494442206130000,13.065,0.973,10.603,1.261,0.229,0,0,1.0,,0.0
121,1776494442239441000,11.211,0.912,8.228,1.846,0.225,0,0,1.0,,0.0
121,1776494442239441000,14.734,1.702,10.946,1.486,0.599,0,0,1.0,,0.0
122,1776494442264450000,10.253,0.86,8.288,0.987,0.118,0,0,1.0,,0.0
122,1776494442264450000,15.934,2.874,10.886,1.955,0.218,0,0,1.0,,0.0
123,1776494442297784000,11.868,1.009,9.182,1.526,0.152,0,0,1.0,,0.0
124,1776494442322774000,14.044,1.106,10.429,2.367,0.142,0,0,1.0,,0.0
124,1776494442322774000,11.629,0.943,8.944,1.523,0.219,0,0,1.0,,0.0
125,1776494442347784000,13.79,1.119,10.583,1.955,0.133,0,0,1.0,,0.0
125,1776494442347784000,11.103,0.873,8.401,1.695,0.135,0,0,1.0,,0.0
125,1776494442347784000,13.591,0.935,10.925,1.592,0.139,0,0,1.0,,0.0
126,1776494442381123000,11.894,0.929,9.038,1.723,0.204,0,0,1.0,,0.0
127,1776494442406129000,13.045,1.066,10.479,1.378,0.122,0,0,1.0,,0.0
127,1776494442406129000,12.327,0.904,9.142,2.01,0.272,0,0,1.0,,0.0
128,1776494442431123000,13.14,0.935,10.809,1.231,0.166,0,0,1.0,,0.0
