frame_id,ts_ns,e2e_ms,pre_ms,inf_ms,post_ms,host_overhead_ms,valid,occluded_count,depth_invalid_ratio,constraint_reason,box_conf
180,1776747562530030000,11.252,1.598,0.047,5.091,4.515,1,0,0.0,,0.938
180,1776747562530030000,10.114,2.784,0.01,4.683,2.636,1,3,0.0,,0.565
181,1776747562554904000,11.311,1.602,0.002,5.66,4.047,1,0,0.0,,0.565
181,1776747562554904000,12.387,2.943,0.003,5.555,3.885,1,0,0.0,,0.651
182,1776747562588242000,12.293,2.889,0.005,4.855,4.545,1,2,0.0,,0.651
182,1776747562588242000,15.064,6.35,0.001,4.981,3.731,1,0,0.0,,0.651
183,1776747562604904000,12.553,3.441,0.008,5.538,3.566,1,0,0.0,,0.651
184,1776747562638225000,11.895,3.005,0.007,5.213,3.671,1,0,0.0,,0.651
184,1776747562638225000,10.533,3.57,0.01,4.488,2.464,1,0,0.0,,0.651
184,1776747562638225000,15.639,2.984,0.007,8.784,3.864,1,1,0.0,,0.918
185,1776747562671567000,14.49,4.471,0.002,9.017,1.0,1,0,0.0,,0.918
186,1776747562696579000,11.302,1.532,0.042,5.559,4.169,1,0,0.0,,0.918
186,1776747562696579000,10.352,2.113,0.098,5.099,3.041,1,0,0.0,,0.812
187,1776747562721589000,11.209,1.534,0.001,5.394,4.279,1,0,0.0,,0.812
187,1776747562721589000,12.945,3.249,0.5,5.843,3.354,1,0,0.0,,0.924
188,1776747562746559000,15.858,2.047,0.002,10.075,3.734,1,0,0.0,,0.924
189,1776747562771659000,14.341,1.597,0.096,5.619,7.029,1,0,0.0,,0.462
189,1776747562771659000,10.547,1.349,0.035,5.55,3.613,1,0,0.0,,0.752
190,1776747562796566000,14.955,1.535,0.002,4.632,8.787,1,0,0.0,,0.752
190,1776747562796566000,10.323,3.157,0.003,5.016,2.146,1,0,0.0,,0.937
191,1776747562829906000,12.247,4.017,0.004,4.64,3.585,1,0,0.0,,0.937
191,1776747562829906000,9.808,2.963,0.001,4.488,2.355,1,0,0.0,,0.937
191,1776747562829906000,9.421,2.731,0.007,4.505,2.178,1,2,0.0,,0.929
192,1776747562863245000,15.533,3.9,0.003,5.17,6.46,1,0,0.0,,0.929
192,1776747562863245000,9.971,3.252,0.003,4.353,2.363,1,0,0.0,,0.929
193,1776747562888230000,8.618,3.367,0.003,4.093,1.155,1,0,0.0,,0.961
193,1776747562888230000,10.243,3.589,0.002,4.286,2.365,1,0,0.0,,0.961
193,1776747562888230000,8.952,3.675,0.009,4.49,0.779,1,0,0.0,,0.963
193,1776747562888230000,16.677,2.452,0.154,5.688,8.383,1,0,0.0,,0.963
194,1776747562921560000,10.963,5.215,0.003,5.282,0.463,1,0,0.0,,0.963
195,1776747562954899000,11.05,3.853,0.002,5.012,2.182,1,0,0.0,,0.963
